article,word,n,total,tf,idf,tf_idf
Article 12,one,6,2243,0.0026749888542131075,0.28768207245178085,7.695463373654414e-4
Article 12,was,6,2243,0.0026749888542131075,0.28768207245178085,7.695463373654414e-4
Article 2,agencies,6,1589,0.003775959723096287,1.3862943611198906,0.005234591671944206
Article 2,energy,6,1589,0.003775959723096287,1.0986122886681098,0.004148315753309414
Article 2,not,6,1589,0.003775959723096287,0,0
Article 2,top,6,1589,0.003775959723096287,0.6931471805599453,0.002617295835972103
Article 3,as,6,1808,0.00331858407079646,0,0
Article 3,flooding,6,1808,0.00331858407079646,1.3862943611198906,0.0046005343842474246
Article 3,less,6,1808,0.00331858407079646,0.6931471805599453,0.0023002671921237123
Article 3,manchin's,6,1808,0.00331858407079646,2.4849066497880004,0.008246371625402656
Article 3,sewage,6,1808,0.00331858407079646,2.4849066497880004,0.008246371625402656
Article 3,we,6,1808,0.00331858407079646,0.1823215567939546,6.050494141392298e-4
Article 3,with,6,1808,0.00331858407079646,0,0
Article 3,year,6,1808,0.00331858407079646,0.1823215567939546,6.050494141392298e-4
Article 4,an,6,1582,0.0037926675094816687,0,0
Article 4,more,6,1582,0.0037926675094816687,0,0
Article 4,some,6,1582,0.0037926675094816687,0.28768207245178085,0.0010910824492482206
Article 4,u.n,6,1582,0.0037926675094816687,1.791759469228055,0.006795547923747364
Article 4,vulnerable,6,1582,0.0037926675094816687,0.8754687373538999,0.0033203618357290766
Article 4,was,6,1582,0.0037926675094816687,0.28768207245178085,0.0010910824492482206
Article 5,developed,6,3386,0.0017720023626698169,0.8754687373538999,0.001551332671034672
Article 5,islands,6,3386,0.0017720023626698169,1.791759469228055,0.0031750020128081305
Article 5,its,6,3386,0.0017720023626698169,0.5389965007326869,9.551030727690848e-4
Article 5,left,6,3386,0.0017720023626698169,1.0986122886681098,0.0019467435711779855
Article 5,like,6,3386,0.0017720023626698169,0.0870113769896297,1.5418436560477795e-4
Article 5,once,6,3386,0.0017720023626698169,1.3862943611198906,0.0024565168832602906
Article 5,survive,6,3386,0.0017720023626698169,1.791759469228055,0.0031750020128081305
Article 5,them,6,3386,0.0017720023626698169,0.28768207245178085,5.097733120823051e-4
Article 5,three,6,3386,0.0017720023626698169,0.8754687373538999,0.001551332671034672
Article 5,two,6,3386,0.0017720023626698169,0.4054651081081644,7.184851295478401e-4
Article 5,up,6,3386,0.0017720023626698169,0.28768207245178085,5.097733120823051e-4
Article 5,would,6,3386,0.0017720023626698169,0.1823215567939546,3.2307422940452675e-4
Article 6,but,6,1056,0.005681818181818182,0.0870113769896297,4.943828238047142e-4
Article 6,clean,6,1056,0.005681818181818182,0.8754687373538999,0.004974254189510795
Article 6,dioxide,6,1056,0.005681818181818182,0.5389965007326869,0.0030624801177993573
Article 6,from,6,1056,0.005681818181818182,0,0
Article 6,now,6,1056,0.005681818181818182,0.0870113769896297,4.943828238047142e-4
Article 7,hanson,6,1277,0.004698512137823023,2.4849066497880004,0.011675364055386064
Article 7,have,6,1277,0.004698512137823023,0,0
Article 7,species,6,1277,0.004698512137823023,2.4849066497880004,0.011675364055386064
Article 8,by,6,800,0.0075,0,0
Article 8,have,6,800,0.0075,0,0
Article 8,mayor,6,800,0.0075,1.3862943611198906,0.010397207708399178
Article 8,new,6,800,0.0075,0.1823215567939546,0.0013674116759546595
Article 8,not,6,800,0.0075,0,0
Article 8,said,6,800,0.0075,0.28768207245178085,0.0021576155433883563
Article 9,awarded,6,1656,0.0036231884057971015,1.791759469228055,0.0064918821348842574
Article 9,committee,6,1656,0.0036231884057971015,1.0986122886681098,0.003980479306768514
Article 9,his,6,1656,0.0036231884057971015,0.4054651081081644,0.0014690764786527695
Article 9,other,6,1656,0.0036231884057971015,0,0
Article 9,physics,6,1656,0.0036231884057971015,2.4849066497880004,0.009003284963000001
Article 9,science,6,1656,0.0036231884057971015,0.5389965007326869,0.00195288587221988
Article 9,scientists,6,1656,0.0036231884057971015,0.8754687373538999,0.003171988178818478
Article 9,understanding,6,1656,0.0036231884057971015,1.3862943611198906,0.0050228056562314875
Article 9,who,6,1656,0.0036231884057971015,0.1823215567939546,6.60585350702734e-4
Article 1,countries,5,725,0.006896551724137931,0.5389965007326869,0.0037172172464323234
Article 1,floods,5,725,0.006896551724137931,0.5389965007326869,0.0037172172464323234
Article 1,is,5,725,0.006896551724137931,0,0
Article 1,or,5,725,0.006896551724137931,0,0
Article 1,weather,5,725,0.006896551724137931,0.8754687373538999,0.006037715430026895
Article 10,are,5,731,0.006839945280437756,0.0870113769896297,5.951530573846081e-4
Article 10,as,5,731,0.006839945280437756,0,0
Article 10,be,5,731,0.006839945280437756,0.0870113769896297,5.951530573846081e-4
Article 10,like,5,731,0.006839945280437756,0.0870113769896297,5.951530573846081e-4
Article 10,markets,5,731,0.006839945280437756,1.791759469228055,0.012255536725226094
Article 10,net,5,731,0.006839945280437756,1.3862943611198906,0.00948217757263947
Article 10,public,5,731,0.006839945280437756,0.6931471805599453,0.004741088786319735
Article 10,they,5,731,0.006839945280437756,0,0
Article 10,we,5,731,0.006839945280437756,0.1823215567939546,0.001247069471914874
Article 10,zero,5,731,0.006839945280437756,1.791759469228055,0.012255536725226094
Article 11,according,5,1460,0.003424657534246575,0.6931471805599453,0.002373791714246388
Article 11,action,5,1460,0.003424657534246575,0.1823215567939546,6.243888931299815e-4
Article 11,an,5,1460,0.003424657534246575,0,0
Article 11,children,5,1460,0.003424657534246575,1.791759469228055,0.006136162565849503
Article 11,convince,5,1460,0.003424657534246575,2.4849066497880004,0.008509954280095891
Article 11,or,5,1460,0.003424657534246575,0,0
Article 11,she,5,1460,0.003424657534246575,0.5389965007326869,0.0018458784271667358
Article 11,times,5,1460,0.003424657534246575,1.0986122886681098,0.0037623708516031154
Article 11,when,5,1460,0.003424657534246575,0.5389965007326869,0.0018458784271667358
Article 11,will,5,1460,0.003424657534246575,0.0870113769896297,2.979841677727044e-4
Article 11,writes,5,1460,0.003424657534246575,1.791759469228055,0.006136162565849503
Article 11,your,5,1460,0.003424657534246575,1.0986122886681098,0.0037623708516031154
Article 12,10,5,2243,0.002229157378510923,1.3862943611198906,0.00309026830387849
Article 12,action,5,2243,0.002229157378510923,0.1823215567939546,4.064234435888422e-4
Article 12,all,5,2243,0.002229157378510923,0.1823215567939546,4.064234435888422e-4
Article 12,any,5,2243,0.002229157378510923,0.5389965007326869,0.0012015080265998371
Article 12,atmospheric,5,2243,0.002229157378510923,1.3862943611198906,0.00309026830387849
Article 12,average,5,2243,0.002229157378510923,0.4054651081081644,9.038455374680437e-4
Article 12,changes,5,2243,0.002229157378510923,1.0986122886681098,0.002448979689407289
Article 12,expected,5,2243,0.002229157378510923,0.5389965007326869,0.0012015080265998371
Article 12,half,5,2243,0.002229157378510923,0.8754687373538999,0.0019515575955280872
Article 12,karl,5,2243,0.002229157378510923,2.4849066497880004,0.005539247993285779
Article 12,kyoto,5,2243,0.002229157378510923,2.4849066497880004,0.005539247993285779
Article 12,problem,5,2243,0.002229157378510923,0.8754687373538999,0.0019515575955280872
Article 12,since,5,2243,0.002229157378510923,0.5389965007326869,0.0012015080265998371
Article 12,so,5,2243,0.002229157378510923,0.4054651081081644,9.038455374680437e-4
Article 12,temperature,5,2243,0.002229157378510923,0.8754687373538999,0.0019515575955280872
Article 12,than,5,2243,0.002229157378510923,0.1823215567939546,4.064234435888422e-4
Article 12,then,5,2243,0.002229157378510923,0.8754687373538999,0.0019515575955280872
Article 12,they,5,2243,0.002229157378510923,0,0
Article 12,too,5,2243,0.002229157378510923,1.0986122886681098,0.002448979689407289
Article 12,who,5,2243,0.002229157378510923,0.1823215567939546,4.064234435888422e-4
Article 12,you,5,2243,0.002229157378510923,0.6931471805599453,0.001545134151939245
Article 2,agency,5,1589,0.0031466331025802393,1.0986122886681098,0.0034569297944245115
Article 2,at,5,1589,0.0031466331025802393,0,0
Article 2,expected,5,1589,0.0031466331025802393,0.5389965007326869,0.0016960242313803868
Article 2,former,5,1589,0.0031466331025802393,1.0986122886681098,0.0034569297944245115
Article 2,his,5,1589,0.0031466331025802393,0.4054651081081644,0.0012758499311144255
Article 2,house,5,1589,0.0031466331025802393,1.3862943611198906,0.004362159726620172
Article 2,ms,5,1589,0.0031466331025802393,0.8754687373538999,0.0027547789092319066
Article 2,obama,5,1589,0.0031466331025802393,1.791759469228055,0.005638009657734597
Article 2,policies,5,1589,0.0031466331025802393,1.0986122886681098,0.0034569297944245115
Article 2,regulations,5,1589,0.0031466331025802393,1.791759469228055,0.005638009657734597
Article 2,risks,5,1589,0.0031466331025802393,0.6931471805599453,0.002181079863310086
Article 2,trump,5,1589,0.0031466331025802393,1.791759469228055,0.005638009657734597
Article 2,would,5,1589,0.0031466331025802393,0.1823215567939546,5.736990459218206e-4
Article 3,also,5,1808,0.0027654867256637168,0.0870113769896297,2.406288080465423e-4
Article 3,by,5,1808,0.0027654867256637168,0,0
Article 3,creek,5,1808,0.0027654867256637168,2.4849066497880004,0.006871976354502213
Article 3,first,5,1808,0.0027654867256637168,0.5389965007326869,0.0014905876679554395
Article 3,hall,5,1808,0.0027654867256637168,1.791759469228055,0.004955087027732453
Article 3,not,5,1808,0.0027654867256637168,0,0
Article 3,out,5,1808,0.0027654867256637168,0.28768207245178085,7.955809525768276e-4
Article 3,river,5,1808,0.0027654867256637168,2.4849066497880004,0.006871976354502213
Article 3,this,5,1808,0.0027654867256637168,0,0
Article 3,when,5,1808,0.0027654867256637168,0.5389965007326869,0.0014905876679554395
Article 3,would,5,1808,0.0027654867256637168,0.1823215567939546,5.042078451160249e-4
Article 4,action,5,1582,0.0031605562579013905,0.1823215567939546,5.762375372754569e-4
Article 4,carbon,5,1582,0.0031605562579013905,0.1823215567939546,5.762375372754569e-4
Article 4,degrees,5,1582,0.0031605562579013905,0.5389965007326869,0.001703528763377645
Article 4,fossil,5,1582,0.0031605562579013905,0.5389965007326869,0.001703528763377645
Article 4,from,5,1582,0.0031605562579013905,0,0
Article 4,new,5,1582,0.0031605562579013905,0.1823215567939546,5.762375372754569e-4
Article 4,not,5,1582,0.0031605562579013905,0,0
Article 4,or,5,1582,0.0031605562579013905,0,0
Article 4,our,5,1582,0.0031605562579013905,0.28768207245178085,9.092353743735172e-4
Article 4,states,5,1582,0.0031605562579013905,0.4054651081081644,0.0012814952847919228
Article 4,years,5,1582,0.0031605562579013905,0.1823215567939546,5.762375372754569e-4
Article 5,around,5,3386,0.0014766686355581807,0.4054651081081644,5.987376079565333e-4
Article 5,before,5,3386,0.0014766686355581807,0.5389965007326869,7.959192273075707e-4
Article 5,between,5,3386,0.0014766686355581807,0.6931471805599453,0.0010235487013584544
Article 5,country,5,3386,0.0014766686355581807,0.6931471805599453,0.0010235487013584544
Article 5,damages,5,3386,0.0014766686355581807,1.791759469228055,0.002645835010673442
Article 5,developing,5,3386,0.0014766686355581807,0.6931471805599453,0.0010235487013584544
Article 5,family,5,3386,0.0014766686355581807,1.791759469228055,0.002645835010673442
Article 5,finance,5,3386,0.0014766686355581807,1.0986122886681098,0.0016222863093149878
Article 5,government,5,3386,0.0014766686355581807,0.4054651081081644,5.987376079565333e-4
Article 5,help,5,3386,0.0014766686355581807,0.5389965007326869,7.959192273075707e-4
Article 5,much,5,3386,0.0014766686355581807,0.4054651081081644,5.987376079565333e-4
Article 5,nations,5,3386,0.0014766686355581807,0.4054651081081644,5.987376079565333e-4
Article 5,nearly,5,3386,0.0014766686355581807,0.6931471805599453,0.0010235487013584544
Article 5,other,5,3386,0.0014766686355581807,0,0
Article 5,out,5,3386,0.0014766686355581807,0.28768207245178085,4.248110934019209e-4
Article 5,paris,5,3386,0.0014766686355581807,0.8754687373538999,0.0012927772258622267
Article 5,people,5,3386,0.0014766686355581807,0.5389965007326869,7.959192273075707e-4
Article 5,since,5,3386,0.0014766686355581807,0.5389965007326869,7.959192273075707e-4
Article 5,storms,5,3386,0.0014766686355581807,1.0986122886681098,0.0016222863093149878
Article 5,taíno,5,3386,0.0014766686355581807,2.4849066497880004,0.0036693837120318966
Article 5,time,5,3386,0.0014766686355581807,0.4054651081081644,5.987376079565333e-4
Article 5,until,5,3386,0.0014766686355581807,0.5389965007326869,7.959192273075707e-4
Article 5,water,5,3386,0.0014766686355581807,0.8754687373538999,0.0012927772258622267
Article 5,which,5,3386,0.0014766686355581807,0.28768207245178085,4.248110934019209e-4
Article 5,who,5,3386,0.0014766686355581807,0.1823215567939546,2.692285245037723e-4
Article 5,you,5,3386,0.0014766686355581807,0.6931471805599453,0.0010235487013584544
Article 6,an,5,1056,0.004734848484848485,0,0
Article 6,change,5,1056,0.004734848484848485,0,0
Article 6,climate,5,1056,0.004734848484848485,0,0
Article 6,coal,5,1056,0.004734848484848485,0.6931471805599453,0.0032819468776512564
Article 6,degrees,5,1056,0.004734848484848485,0.5389965007326869,0.0025520667648327978
Article 6,more,5,1056,0.004734848484848485,0,0
Article 6,most,5,1056,0.004734848484848485,0.1823215567939546,8.63264946941073e-4
Article 6,nations,5,1056,0.004734848484848485,0.4054651081081644,0.0019198158527848693
Article 6,over,5,1056,0.004734848484848485,0.28768207245178085,0.0013621310248663867
Article 6,power,5,1056,0.004734848484848485,0.5389965007326869,0.0025520667648327978
Article 6,their,5,1056,0.004734848484848485,0.1823215567939546,8.63264946941073e-4
Article 6,up,5,1056,0.004734848484848485,0.28768207245178085,0.0013621310248663867
Article 6,warming,5,1056,0.004734848484848485,0.0870113769896297,4.119856865039285e-4
Article 7,by,5,1277,0.003915426781519186,0,0
Article 7,change,5,1277,0.003915426781519186,0,0
Article 7,do,5,1277,0.003915426781519186,0.1823215567939546,7.13866706319321e-4
Article 7,he,5,1277,0.003915426781519186,0.1823215567939546,7.13866706319321e-4
Article 7,how,5,1277,0.003915426781519186,0.0870113769896297,3.4068667576205833e-4
Article 7,lizards,5,1277,0.003915426781519186,2.4849066497880004,0.009729470046155052
Article 7,there,5,1277,0.003915426781519186,0.6931471805599453,0.0027139670342989247
Article 7,they,5,1277,0.003915426781519186,0,0
Article 7,this,5,1277,0.003915426781519186,0,0
Article 8,ida,5,800,0.00625,1.791759469228055,0.011198496682675344
Article 8,mr,5,800,0.00625,0.5389965007326869,0.003368728129579293
Article 8,protect,5,800,0.00625,0.8754687373538999,0.005471679608461875
Article 8,with,5,800,0.00625,0,0
Article 9,after,5,1656,0.0030193236714975845,0.28768207245178085,8.686052912191451e-4
Article 9,be,5,1656,0.0030193236714975845,0.0870113769896297,2.627155102343892e-4
Article 9,by,5,1656,0.0030193236714975845,0,0
Article 9,foundation,5,1656,0.0030193236714975845,1.0986122886681098,0.0033170660889737615
Article 9,global,5,1656,0.0030193236714975845,0.0870113769896297,2.627155102343892e-4
Article 9,many,5,1656,0.0030193236714975845,0.28768207245178085,8.686052912191451e-4
Article 9,not,5,1656,0.0030193236714975845,0,0
Article 9,scientific,5,1656,0.0030193236714975845,0.8754687373538999,0.002643323482348731
Article 9,which,5,1656,0.0030193236714975845,0.28768207245178085,8.686052912191451e-4
Article 9,with,5,1656,0.0030193236714975845,0,0
Article 9,world,5,1656,0.0030193236714975845,0.1823215567939546,5.504877922522783e-4
Article 1,adaptation,4,725,0.005517241379310344,1.791759469228055,0.009885569485396165
Article 1,agency,4,725,0.005517241379310344,1.0986122886681098,0.0060613091788585365
Article 1,are,4,725,0.005517241379310344,0.0870113769896297,4.8006276959795694e-4
Article 1,as,4,725,0.005517241379310344,0,0
Article 1,at,4,725,0.005517241379310344,0,0
Article 1,billion,4,725,0.005517241379310344,0.6931471805599453,0.003824260306537629
Article 1,britain,4,725,0.005517241379310344,2.4849066497880004,0.013709829791933794
Article 1,change,4,725,0.005517241379310344,0,0
Article 1,expected,4,725,0.005517241379310344,0.5389965007326869,0.0029737737971458587
Article 1,extreme,4,725,0.005517241379310344,0.8754687373538999,0.004830172344021516
Article 1,flood,4,725,0.005517241379310344,1.3862943611198906,0.007648520613075258
Article 1,from,4,725,0.005517241379310344,0,0
Article 1,global,4,725,0.005517241379310344,0.0870113769896297,4.8006276959795694e-4
Article 1,had,4,725,0.005517241379310344,0.1823215567939546,0.0010059120374838874
Article 1,leaders,4,725,0.005517241379310344,0.4054651081081644,0.0022370488723209066
Article 1,water,4,725,0.005517241379310344,0.8754687373538999,0.004830172344021516
Article 1,world,4,725,0.005517241379310344,0.1823215567939546,0.0010059120374838874
Article 10,billion,4,731,0.005471956224350205,0.6931471805599453,0.003792871029055788
Article 10,by,4,731,0.005471956224350205,0,0
Article 10,grants,4,731,0.005471956224350205,2.4849066497880004,0.013597300409236663
