"","articles","word","n","total","tf","idf","tf_idf"
"335","LATimes2","impacts",2,777,0.00578034682080925,1.6094379124341,0.00930310932042832
"336","LATimes2","increasing",2,777,0.00578034682080925,2.30258509299405,0.0133097404219309
"337","LATimes2","issue",2,777,0.00578034682080925,1.6094379124341,0.00930310932042832
"338","LATimes2","leaders",2,777,0.00578034682080925,2.30258509299405,0.0133097404219309
"339","LATimes2","month",2,777,0.00578034682080925,0.916290731874155,0.00529647821892575
"340","LATimes2","news",2,777,0.00578034682080925,2.30258509299405,0.0133097404219309
"341","LATimes2","optimism",2,777,0.00578034682080925,2.30258509299405,0.0133097404219309
"342","LATimes2","politicians",2,777,0.00578034682080925,1.6094379124341,0.00930310932042832
"343","LATimes2","rest",2,777,0.00578034682080925,2.30258509299405,0.0133097404219309
"344","LATimes2","rise",2,777,0.00578034682080925,1.20397280432594,0.00695938037182622
"345","LATimes2","scenarios",2,777,0.00578034682080925,2.30258509299405,0.0133097404219309
"346","LATimes2","solved",2,777,0.00578034682080925,1.6094379124341,0.00930310932042832
"347","LATimes2","technologies",2,777,0.00578034682080925,1.6094379124341,0.00930310932042832
"348","LATimes2","temperature",2,777,0.00578034682080925,0.916290731874155,0.00529647821892575
"349","LATimes2","throttle",2,777,0.00578034682080925,2.30258509299405,0.0133097404219309
"350","LATimes2","told",2,777,0.00578034682080925,1.20397280432594,0.00695938037182622
"351","LATimes2","top",2,777,0.00578034682080925,1.6094379124341,0.00930310932042832
"352","LATimes2","united",2,777,0.00578034682080925,0.693147180559945,0.00400663110150257
"353","LATimes2","world",2,777,0.00578034682080925,0.510825623765991,0.00295274927032365
"354","LATimes3","age",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"355","LATimes3","apparent",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"356","LATimes3","approach",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"357","LATimes3","assessment",2,766,0.00600600600600601,1.6094379124341,0.00966629376837297
"358","LATimes3","avoiding",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"359","LATimes3","aware",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"360","LATimes3","catastrophic",2,766,0.00600600600600601,1.6094379124341,0.00966629376837297
"361","LATimes3","completed",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"362","LATimes3","degree",2,766,0.00600600600600601,1.6094379124341,0.00966629376837297
"363","LATimes3","determination",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"364","LATimes3","effort",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"365","LATimes3","emitted",2,766,0.00600600600600601,1.6094379124341,0.00966629376837297
"366","LATimes3","found",2,766,0.00600600600600601,1.6094379124341,0.00966629376837297
"367","LATimes3","friend",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"368","LATimes3","generations",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"369","LATimes3","global",2,766,0.00600600600600601,0.693147180559945,0.00416304612948916
"370","LATimes3","inevitability",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"371","LATimes3","ipcc",2,766,0.00600600600600601,1.6094379124341,0.00966629376837297
"372","LATimes3","message",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"373","LATimes3","opportunity",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"374","LATimes3","page",2,766,0.00600600600600601,1.6094379124341,0.00966629376837297
"375","LATimes3","pessimism",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"376","LATimes3","reading",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"377","LATimes3","released",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"378","LATimes3","ship",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"379","LATimes3","shore",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"380","LATimes3","sixth",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"381","LATimes3","swim",2,766,0.00600600600600601,2.30258509299405,0.0138293398978621
"382","LATimes3","told",2,766,0.00600600600600601,1.20397280432594,0.00723106789384947
"383","LATimes4","additional",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"384","LATimes4","animals",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"385","LATimes4","basin",2,1068,0.00399201596806387,1.20397280432594,0.00480627865998378
"386","LATimes4","colleagues",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"387","LATimes4","crowds",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"388","LATimes4","data",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"389","LATimes4","dealing",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"390","LATimes4","death",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"391","LATimes4","enjoy",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"392","LATimes4","experience",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"393","LATimes4","extreme",2,1068,0.00399201596806387,0.356674943938732,0.00142385207161171
"394","LATimes4","factors",2,1068,0.00399201596806387,1.20397280432594,0.00480627865998378
"395","LATimes4","federal",2,1068,0.00399201596806387,0.916290731874155,0.00365784723303056
"396","LATimes4","fewer",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"397","LATimes4","fishing",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"398","LATimes4","forward",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"399","LATimes4","geotagged",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"400","LATimes4","global",2,1068,0.00399201596806387,0.693147180559945,0.00276705461301375
"401","LATimes4","hikers",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"402","LATimes4","hiking",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"403","LATimes4","indirect",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"404","LATimes4","instagram",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"405","LATimes4","managers",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"406","LATimes4","outdoor",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"407","LATimes4","patterns",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"408","LATimes4","projections",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"409","LATimes4","recreation",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"410","LATimes4","region",2,1068,0.00399201596806387,0.916290731874155,0.00365784723303056
"411","LATimes4","research",2,1068,0.00399201596806387,1.20397280432594,0.00480627865998378
"412","LATimes4","seek",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"413","LATimes4","service",2,1068,0.00399201596806387,1.20397280432594,0.00480627865998378
"414","LATimes4","smoke",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"415","LATimes4","snow",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"416","LATimes4","species",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"417","LATimes4","spring",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"418","LATimes4","stay",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"419","LATimes4","timing",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"420","LATimes4","tourism",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"421","LATimes4","tourists",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"422","LATimes4","valley",2,1068,0.00399201596806387,1.6094379124341,0.00642490184604431
"423","LATimes4","visitor",2,1068,0.00399201596806387,2.30258509299405,0.00919195645905807
"424","LATimes4","wildfire",2,1068,0.00399201596806387,1.20397280432594,0.00480627865998378
"425","LATimes5","2005",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"426","LATimes5","2008",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"427","LATimes5","achieve",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"428","LATimes5","adopted",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"429","LATimes5","agency",2,848,0.00431034482758621,0.916290731874155,0.00394952901669894
"430","LATimes5","based",2,848,0.00431034482758621,1.20397280432594,0.00518953794968076
"431","LATimes5","broad",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"432","LATimes5","capabilities",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"433","LATimes5","china",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"434","LATimes5","coastal",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"435","LATimes5","crisis",2,848,0.00431034482758621,0.916290731874155,0.00394952901669894
"436","LATimes5","develop",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"437","LATimes5","dioxide",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"438","LATimes5","fuels",2,848,0.00431034482758621,1.20397280432594,0.00518953794968076
"439","LATimes5","gases",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"440","LATimes5","house",2,848,0.00431034482758621,1.20397280432594,0.00518953794968076
"441","LATimes5","identified",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"442","LATimes5","included",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"443","LATimes5","institutional",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"444","LATimes5","largest",2,848,0.00431034482758621,0.916290731874155,0.00394952901669894
"445","LATimes5","nontactical",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"446","LATimes5","operations",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"447","LATimes5","preparing",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"448","LATimes5","reductions",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"449","LATimes5","renewable",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"450","LATimes5","research",2,848,0.00431034482758621,1.20397280432594,0.00518953794968076
"451","LATimes5","resources",2,848,0.00431034482758621,1.20397280432594,0.00518953794968076
"452","LATimes5","russia",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"453","LATimes5","scale",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"454","LATimes5","single",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"455","LATimes5","specific",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"456","LATimes5","stated",2,848,0.00431034482758621,2.30258509299405,0.00992493574566399
"457","LATimes5","storms",2,848,0.00431034482758621,1.20397280432594,0.00518953794968076
"458","LATimes5","sustainability",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"459","LATimes5","tons",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"460","LATimes5","white",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"461","LATimes5","widespread",2,848,0.00431034482758621,1.20397280432594,0.00518953794968076
"462","LATimes5","world's",2,848,0.00431034482758621,1.6094379124341,0.00693723238118147
"463","LATimes6","12",2,886,0.00465116279069767,0.693147180559945,0.00322394037469742
"464","LATimes6","board",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"465","LATimes6","business",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"466","LATimes6","call",2,886,0.00465116279069767,1.6094379124341,0.00748575773225163
"467","LATimes6","coming",2,886,0.00465116279069767,1.20397280432594,0.00559987350849273
"468","LATimes6","couple",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"469","LATimes6","day",2,886,0.00465116279069767,1.20397280432594,0.00559987350849273
"470","LATimes6","directors",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"471","LATimes6","disclosures",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"472","LATimes6","employees",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"473","LATimes6","global",2,886,0.00465116279069767,0.693147180559945,0.00322394037469742
"474","LATimes6","goal",2,886,0.00465116279069767,1.6094379124341,0.00748575773225163
"475","LATimes6","governance",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"476","LATimes6","greenhouse",2,886,0.00465116279069767,1.20397280432594,0.00559987350849273
"477","LATimes6","harder",2,886,0.00465116279069767,0.916290731874155,0.00426181735755421
"478","LATimes6","held",2,886,0.00465116279069767,1.6094379124341,0.00748575773225163
"479","LATimes6","ignore",2,886,0.00465116279069767,1.6094379124341,0.00748575773225163
"480","LATimes6","investing",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"481","LATimes6","law",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"482","LATimes6","lobbying",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"483","LATimes6","logan",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"484","LATimes6","proposals",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"485","LATimes6","response",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"486","LATimes6","rule",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"487","LATimes6","sec",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"488","LATimes6","signs",2,886,0.00465116279069767,1.6094379124341,0.00748575773225163
"489","LATimes6","speaking",2,886,0.00465116279069767,1.6094379124341,0.00748575773225163
"490","LATimes6","supported",2,886,0.00465116279069767,2.30258509299405,0.0107096981069491
"491","LATimes6","world",2,886,0.00465116279069767,0.510825623765991,0.00237593313379531
"492","LATimes7","5",2,651,0.00602409638554217,1.6094379124341,0.0096954091110488
"493","LATimes7","address",2,651,0.00602409638554217,1.6094379124341,0.0096954091110488
"494","LATimes7","americans",2,651,0.00602409638554217,1.20397280432594,0.00725284821883094
"495","LATimes7","annual",2,651,0.00602409638554217,0.916290731874155,0.00551982368598889
"496","LATimes7","argued",2,651,0.00602409638554217,2.30258509299405,0.0138709945361087
"497","LATimes7","biden's",2,651,0.00602409638554217,2.30258509299405,0.0138709945361087
"498","LATimes7","billions",2,651,0.00602409638554217,2.30258509299405,0.0138709945361087
"499","LATimes7","businesses",2,651,0.00602409638554217,1.6094379124341,0.0096954091110488
"500","LATimes7","called",2,651,0.00602409638554217,0.916290731874155,0.00551982368598889
"501","LATimes7","clean",2,651,0.00602409638554217,1.20397280432594,0.00725284821883094
"502","LATimes7","congress",2,651,0.00602409638554217,2.30258509299405,0.0138709945361087
"503","LATimes7","create",2,651,0.00602409638554217,1.20397280432594,0.00725284821883094
"504","LATimes7","disasters",2,651,0.00602409638554217,1.6094379124341,0.0096954091110488
"505","LATimes7","dollars",2,651,0.00602409638554217,2.30258509299405,0.0138709945361087
"506","LATimes7","expand",2,651,0.00602409638554217,2.30258509299405,0.0138709945361087
